title,rating,year_released,anime_type,episodes,duration(mins),studio,genre,sypnopsis,member_count
Chi's Sweet Home,7.67,2008,TV,104,3,Madhouse,"'Comedy', 'SliceofLife'","One day, a small kitten named Chi is found by a young boy named Youhei and his mother. They decide to bring her back to their home to live with them despite their apartment's rules against keeping any pets. Chi, Youhei, and Youhei's parents cherish their time together as they make new friends, good memories, and have fun times together.  These short adventures revolve around the daily life of Chi and her family, in addition to the many friends that they make along the way. No matter what trouble Chi ends up getting into, she knows that her family will always love her!",64000
Kawaisugi Crisis,6.83,2023,TV,12,23,SynergySP,"'Comedy', 'Sci-Fi'","Upon first seeing Earth from the Azatos Empire's survey ship, Chief Investigator Liza Luna plans to eradicate every lifeform on it immediately, leaving behind only useful resources. While surveying the planet, Liza discovers that human civilization has evolved at a pathetic rate compared to other lifeforms.  Liza makes her way to the surface of the planet to properly inspect and understand its inhabitants. Still convinced that there is nothing beneficial to be found, the investigator makes her way into a cafe to gauge the planet's food culture. Liza walks into a cat cafe, where she meets creatures far cuter than anything else in the galaxy. Motivated by this new discovery, Liza decides to investigate Earth's numerous adorable inhabitants.",39000
Chi's Sweet Home: Atarashii Ouchi,7.71,2009,TV,104,3,Madhouse,"'Comedy', 'SliceofLife'","The Yamadas and Chi move to a new apartment house, where keeping a pet is allowed.",30000
Flanders no Inu (Movie),7.81,1997,Movie,,102,NipponAnimation,'Drama',"Nello Daas is a gifted artist residing in a village on the outskirts of Antwerp, Belgium. He earns a living by selling milk in a market in the middle of the city alongside his ailing grandfather. His best friend, Alois Cogez, is the daughter of his callous landlord, who believes that Nello is corrupting his daughter and unbefitting her class. Angered by Alois' closeness to a peasant, her father sends her away to a school in Antwerp to prevent them from meeting again.   While continuing his daily market runs, Nello stumbles upon an art contest surrounding the famous Peter Paul Rubens—a Flemish artist he holds in high regard. Not only does the contest offer a monetary prize, but it also comes with the opportunity to study art at a school in the same city Alois is studying. Now with a goal in mind, Nello begins to brainstorm the perfect piece, but a series of adversities threatens to end his dreams prematurely.  Yet, through thick and thin, is his loyal dog, Patrasche, whom he saved from the brink of death at the hands of a cruel owner. As Nello endures through various hardships, Patrasche supports him throughout them. Flanders no Inu is a reimagined film that captures the classic story between an innocent boy and his faithful canine best friend as they traverse together until the bitter end.",22000
Poyopoyo Kansatsu Nikki,7.64,2012,TV,52,3,StudioDeen,"'Comedy', 'SliceofLife'","Moe Sato is a young lady who finds a cat and starts taking care of him. Named Poyo due to his round shape, he quickly becomes a dear member of the Sato family.   (Source: ANN)",21000
"Ore, Tsushima",6.96,,TV,12,1,Fanworks,"'Comedy', 'SliceofLife'","One morning, an old lady meets a stray cat searching for food in garbage cans and decides to take him back home to give him a proper meal. Despite being surprised to learn that the cat named Tsushima has the ability to speak, she nevertheless chooses to adopt him and entertains all of his whims. Ore, Tsushima details the hilarious adventures of the gluttonous and lazy Tsushima leopard cat in his new foster family.",19000
Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,7.23,2020,TV,24,1,TeamTillDawn,"'Comedy', 'SliceofLife'",Matsumoto-san owns an innocent dog and an adorably devious cat. Laughing and crying ensue as they all live daily life together.  (Source: MAL News),15000
Yoru wa Neko to Issho,7.15,2022,TV,30,2,StudioPuYUKAI,'Comedy',"Fuuta-kun has never owned a cat before, but his younger sister, Pii-chan, moves into his house with the round gray cat Kyuruga. Inexperienced with cats, Fuuta-kun has no idea what to expect, and each night after he returns home is marked by odd and endearing surprises from his new pet.",13000
Flanders no Inu,7.37,1975,TV,52,26,NipponAnimation,"'Drama', 'SliceofLife'","Nello Tarth is a poor but happy orphan who lives with his grandfather Jehan in a little village nearby Antwerp. Nello has a talent for drawing pictures and has been fascinated by it since he saw one of Rubens (a famous artist) pictures as a little boy. Helping Jehan with the daily milk delivery to Antwerp, Nello one day discovers Patrash, a working dog who has been mistreated and abandoned by his former owner. He treats the exhausted animal and after a little while a close and dependable friendship develops. Alois Cojez, the daughter of the richest and hence most influential man in Blacken Village, is Nellos best friend. When Nello decides to become an artist he has to experience firsthand the ignorance and cruelty of the villagers. Especially Alois father thinks of him as a slacker who cannot earn his living by drawing pictures. Nontheless Nello perseveres and never gives up to achieve his dream and to win their appreciation and respect while strenuously struggling with his poverty.   (Source: ANN)",7800
Itoshi no Muco,6.76,2015,TV,25,12,DLE,"'Comedy', 'SliceofLife'","Muco is the sweetest, most lovable dog in the neighborhood. This sparkly-nosed Shiba Inu lives with her owner and best friend, Komatsu, a glassblower who lives in the mountains. These two companions have wonderful adventures, from going on walks to playing in the pond in front of their house. No matter where they go or what they do, Muco will always love her best friend Komatsu!",7300
Koneko no Chi: Ponponra Daibouken,6.83,2016,TV,51,12,MarzaAnimationPlanet,'SliceofLife',"The combined 22nd and 23rd issue of Kodansha's Morning magazine, which will go on sale on April 28, has announced a new 3D CG anime of Kanata Konami's slice-of-life manga Chi's Sweet Home.",7300
"Chi's Sweet Home: Chi to Kocchi, Deau.",7.3,,OVA,,13,Madhouse,"'Comedy', 'SliceofLife'",Chi meets someone new at the park and tries to befriend him.,7300
Wata no Kuni Hoshi,6.82,1984,Movie,,96,MushiProduction,"'Drama', 'Fantasy', 'Romance'","After two-month-old kitten Chibi-neko is abandoned by her former owners, she is found by 18-year-old Tokio. Although his mother is allergic to cats and has a great fear of them, she agrees to let him keep the kitten because she fears he is becoming too withdrawn after failing his university entrance exams. Chibi-neko soon falls in love with Tokio.  In her own mind, Chibi-neko is a small human who speaks in human words, although people only ever seem to hear her meow, and she believes that all humans were once kittens like her. A stray cat tells Chibi-neko of a paradise called Cottonland, where dreams can come true.  (Source: Wikipedia)",6200
Chocotan!,5.88,2013,Special,,10,J.C.Staff,'Comedy',"After eating a strange flower, Chocotan the mini dachshund gains the ability to talk! Since then, the eager pup has been able to provide her young owner, Nao Hatori, with earnest support.  The two often walk to the park in hopes of running into Hatori's crush, Yamato Arima, and his dachshund Happy. During one encounter, Arima is interrupted by his female classmates, distancing Hatori from their conversation. To make matters worse, Chocotan loses her ability to speak and is unable to console her now devastated owner. Despite these setbacks, Chocotan's steadfast love for her human companion motivates Hatori to muster the courage to realize her genuine feelings.",5700
Sekai no Owari ni Shiba Inu to,6.46,2022,ONA,72,1,DLE,"'Adventure', 'Sci-Fi', 'SliceofLife'","The sole surviving human and her canine companion, Haru, wander a desolate wasteland after the destruction of civilization, but this is no dark doomsday tale. Haru, a wise-beyond-his-years talking shiba inu, makes sure his master stays one step ahead of post-apocalyptic pessimism with his clever antics, hilarious observations and philosophical ponderings. She may be the last girl on earth, but with Haru at her side, the road through the apocalypse will never be boring!  (Source: Sentai Filmworks)",5600
Dog Signal,6.33,2023,TV,20,25,Fugaku,'SliceofLife',"After his girlfriend Yuuko breaks up with him, Miyu Samura's luck is at an all-time low. But one day several months later, she reappears and gives Miyu a toy poodle she supposedly cannot take care of. Miyu's knowledge of dogs is nonexistent, and the puppy's rowdiness leaves him in danger of being evicted from his own home.   When Miyu decides to take the puppy on a walk, he has a chance encounter with professional dog trainer Shinichirou Niwa and Niwa's well-behaved standard poodle Ourson. In just a matter of minutes, Niwa not only corrects the attitude of Miyu's dog, but also gives Miyu himself stern advice on how to treat his pet properly. Amazed by Niwa's techniques, Miyu decides to quit his job in order to become the trainer's assistant; however, Niwa is not as skillful in dealing with humans as he is with their canine companions. Even so, Miyu refuses to give up on Niwa and his failing business.",5600
Kuruneko,7.15,2009,TV,50,2,DAXProduction,"'Comedy', 'SliceofLife'",Based on a manga about cats and their sake loving owner.,5000
Uchuu Kyoudai: Apo's Dream,5.32,2012,OVA,,16,Unknown,"'Comedy', 'Sci-Fi'","Included on a DVD within the limited edition of the manga's volume 17.   Apo, the pet dog from the manga, will star in the anime.",4100
Massugu ni Ikou.,6.37,2003,TV,4,21,YumetaCompany,"'Comedy', 'Romance', 'SliceofLife'","A talking dog is a beautiful story that you should have dreamt of as a child. But if you have forgotten about it, this is a reminder of that fable story. This is the story of a dog that talks, but ordinary people cannot hear his voice.  The main character, Mametaro, is an adventurous crossbreed dog. He loves his owner, Iku-chan and his girlfriend Hanako-chan very much. However, he just cannot stand Iku-chan's friend, Akiyoshi. During this story, which will be told from Mametaro's point of view, the warm days of spring are finally here. The school and the riverbank, which is actually just an ordinary neighborhood for people, seems like a mysterious world that extends infinitely to little Mametaro and his friends.  (Source: AniDB)",4100
Meiken Jolie,6.75,1981,TV,52,22,Visual80,'Adventure',"After befriending a white Pyrenees dog he names Belle, Sebastian sets out on a journey to find the mother he knows is still alive.   (Source: ANN)",3600
Shiawase Sou no Okojo-san,6.5,2001,TV,51,25,Radix,'Comedy',"Haruka Tsuchiya is a plain and simple university student who has a pet by the name of Okojo-san. Okojo-san was actually born in one of the mountains in the North and brought to one of the pet shops to be sold. Determined to get out of the pet shop, Okojo-san formulated an escape strategy and ended up in the house of Haruka. There are always funny and strange occurances happening around the two, be it the people or animals who are near them. This is a gag anime in which absurdity is the main feature of the story. 

(Source: ANN)",3500
Kennel Tokorozawa,3.65,1992,OVA,,33,Animation21,"'Comedy', 'Ecchi'","Pet shop owner's daughter Chika Tokorozawa spends every waking hour with her dog, Rin Tin Tin, who repays her love by watching over her while she sleeps. Based on the manga in Young Sunday magazine by Maki Otsubo, who is better known in the manga world for Mr. Cinema.  (Source: Anime Vice)",3400
Araiguma Rascal,6.76,1977,TV,52,26,NipponAnimation,"'Drama', 'SliceofLife'","Life in Brailsford Junction, Wisconsin, is simple and quiet for Sterling North, who spends most of his free time caring for animals. With his mother in the hospital and his brother fighting on the Western Front, the boy lives only with his father and his dog Hauser.  One weekend, cutting away from his usual chores, Sterling, his friend Oscar, and Hauser head off on a fishing trip. On their way to the river, his dog catches a scent at the base of a tree. Unearthing a raccoon's nest, the two boys find an orphaned kit. A passing hunter has killed the kit's mother to make a fur hat, leaving Sterling to adopt and care for the orphaned raccoon.  Torn by his fracturing family, a brother in the trenches, along with the ailing health of his mother, Sterling's bonds with life and the world around him are kept together and strengthened by life with his new friend, the ""ring-tailed wonder"" and scoundrel, whom he names Rascal.",3300
Yoru wa Neko to Issho Season 2,7.11,2023,ONA,30,2,StudioPuYUKAI,'Comedy',Second season of Yoru wa Neko to Issho.,3200
Aru Hi Inu no Kuni kara Tegami ga Kite,6.55,2015,OVA,,11,Unknown,'Drama',"The original novel and manga adaptation focus on letters sent from deceased dogs to their former owners. The anime adaptation stars P-chan, a dog whose owner abandoned him.  (Source: LiveChart)",3200
Koro no Dai Sanpo,6.49,2001,Special,,14,StudioGhibli,'Adventure',"This is a short film about 15 minutes long, which was shown for a limited time only at the Ghibli Museum. Koro is a puppy owned by a little girl in a small town. One day she leaves the front gate ajar when she goes to school. Koro slips out and wanders the streets of the town. He is picked up by a girl riding a bicycle, but slips away at the level train crossing. He meets a friendly old dog and his kindly owners, while his mistress and her father ride around town putting up ""Lost"" signs on the power poles. Koro eventually falls asleep under a delivery van, whose driver gives him a ride. When he gets near home, Koro smells the familiar neighborhood and leaps out of the truck and into the arms of his delighted mistress.",3200
Kanashiki Debu Neko-chan,6.16,2021,TV,10,3,CycloneGraphics,'SliceofLife',"The anime's story centers on a cat named Maru, adopted by a girl named Anna from a shelter in Matsuyama city. Loved and well fed by the family, Maru gets rounder and fatter every day, spending most of his day sitting by the window and looking at the garden outside. When the family gets a new cat named Cerisier and begins doting on it, Maru gets jealous. In a fight with Cerisier, Maru is hurt by the family's words to him, and follows the advice of another cat to leave and see the world.  (Source: ANN)",3200
Mikan Enikki,7.17,1992,TV,30,23,NipponAnimation,"'Comedy', 'Romance', 'SliceofLife'","A kitten, abandoned and left for dead along with his siblings, is taken in by Tomu Kusanagi, who nurtures him and discovers that the tangerine cat he so adores is actually a genius who can talk, walk, read, and has even acquired a taste for liquor!",3200
"Ore, Tsushima (ONA)",6.36,,ONA,93,1,AQUAARIS,'Comedy',"The stray cat Tsushima is adopted by an old lady—mistakenly referred to as ""Ojii-chan""—who dreamed of owning a cat resembling a bear. The talking cat makes life both colorful and more exhausting for the poor old lady and her numerous other cats. These Ore, Tsushima shorts depict the everyday exploits of the sluggish leopard cat Tsushima.",3100
Shounen Ashibe: Go! Go! Goma-chan,6.09,2016,TV,32,9,Bridge,"'Comedy', 'SliceofLife'",Shounen Ashibe follows the daily life of first-grader Ashibe Ashiya and his spotted seal pet Goma-chan.  (Source: MAL News),2900
Kimi to Boku,6.83,2001,ONA,,14,Unknown,"'Drama', 'SliceofLife'","Kimi to Boku (You and I) is the story of an aspiring mangaka and his cat, told from the cat's perspective. It follows the friendship between the cat and the young man from when they first meet up to when they must part.",2900
3 Choume no Tama: Uchi no Tama Shirimasen ka?,6.59,1988,TV,36,23,GroupTAC,'Adventure',"The characters are Tama, Momo, Wocket, Tiggle, Rockney, Pimmy, Bupkus, Bengpu, and Chopin. There is no consistent plot. Tama and his friends just have little, family friendly, adventures every episode. The only consistency is when a new friend is made one episode and flash backs.  (Source: ANN)",2800
Koneko no Chi: Ponponra Dairyokou,6.42,2018,TV,25,12,MarzaAnimationPlanet,'SliceofLife',The second season of Koneko no Chii: Ponponra Daibouken is an original story written by mangaka Kanata Konami with "travel" as theme.,2600
Massugu ni Ikou. 2nd Season,6.49,2004,TV,5,22,YumetaCompany,"'Comedy', 'Romance', 'SliceofLife'","Mametarou is a Crossbreed and this is about his daily activities and the friends he makes with his girlfriend, Hanako.",2400
Neko Hiki no Oruorane,6.24,1992,OVA,,30,J.C.Staff,'Fantasy',"During the holiday season, a young man encounters a drunken cat belonging to an old man in an alley. The old man has trained his three cats to sing.  (Source: ANN)",2300
Kappa no Kaikata,6.18,2004,TV,26,3,PictureMagic,'Comedy',"A young man passes a pet shop on his way home, and seeing a kappa in the window, decides to buy it on a whim. He brings the creature home, and names him Kaatan. He's never owned a kappa before, so he relies heavily on a book he purchased on the subject of raising and training kappa. The books gives several good tips for bringing up a smart and well behaved kappa, and it all seems very simple. Unfortunately, putting these techniques into practice and actually making them work is not quite as easy as the book implies. Kaatan seems to understand things at first, but usually ends up either forgetting what he's learned, or isn't interested in learning in the first place. However, this particular young man has a lot of patience, and continues his possibly fruitless effort to raise Kaatan into a pet he can be proud of.  (Source: ANN)",2300
"Flanders no Inu, Boku no Patrasche",6.99,,TV,26,25,TMSEntertainment,'Drama',"A boy named Nello becomes an orphan at the age of two when his mother dies.  His grandfather, who lives in a small village takes him in. One day, Nello finds a dog who was almost beaten to death and named him Patrasche. Due to the good care of his grandfather, the dog recovers, and from then on, Nello and Patrasche are inseparable. Since they are very poor, Nello has to help his grandfather by selling milk. Patrasche helps him pull the milk cart that Nello uses to sell milk in the town.  (Source: Wikipedia)",2300
Neko nanka Yondemo Konai.,5.93,2015,TV,12,1,Unknown,'SliceofLife',"The series focuses on a professional boxer who chooses to become a manga artist after sustaining an injury. The man takes in two cats: Kuro, who is very timid, and her younger sister Chin.   (Source: Livechart)",2000
Tongari Atama no Gonta: Futatsu no Namae wo Ikita Fukushima Hisai Inu no Monogatari,,2022,Movie,,113,WAOWorld,,"On March 11, 2011, a massive earthquake of magnitude 9.0 hit the Tohoku region. The Tomita Diner family evacuates from place to place, leaving their 8-year-old dog, Gonta, behind. Meanwhile Yoshino, a female university student in Tokyo, joins a pet rescue volunteer group and goes to the disaster area. There, she rescues a dog and names him Peace, but he is found to be suffering from a serious illness and is diagnosed as having only one month to live. Yoshino desperately tries to bring Peace back to his original owner. Miraculously, Yoshino meets the Tomita family and learns that Peace is Gonta. Gonta continues to live to the point that even doctors are surprised, and becomes a hope for many victims. Yoshino also becomes increasingly involved in pet rescue, which she had a reason for.  (Source: Otakuthon)",1900
Daisuki! BuBu ChaCha,7.02,2001,TV,26,25,Daume,,"The anime talks about a little boy, Randy, whose dog, Chacha, died in an accident and was reincarnated into a living toy car. Each episode is told like the chapter of a storybook, where Randy learns a valuable thing in life with his cartoonish and goofy friend Chacha. Randy meets several friends in his neighbourhood, such as Catherine, the tall blonde girl in red long socks who rides a bicycle, or Mary, a little hot-tempered brunette girl dressed as a maid and who carries around a mop.  (Source: ANN)",1800
Meiken Lassie,6.75,1996,TV,25,25,NipponAnimation,"'Adventure', 'SliceofLife'","John is a cheerful and energetic young boy, who lives in a small coal-mining town in England. One day he finds a small dog lost in a flock of sheep. John takes her back home and names the puppy Lassie. Soon they become good friends, just like real siblings. Lassie is a very lovely and smart dog, so everyone in the town loves her very much.  But their happy life doesn't last long. Suddenly a coal-mine owner closes his company because there is no more coal left in the coal mine. John goes to meet the coal-mine owner to request a further investigation. The owner accepts John's request, but in exchange for that, he takes Lassie to Scotland.  Priscilla, the owner's granddaughter and also John's friend, cannot just stand by and let Lassie suffer in a cage. She opens the cage and sets Lassie free. Lassie sets out on a very long and hard journey from Scotland to her hometown.  (Source: AnimeNfo)",1800
Mameneko,6.01,2018,TV,12,3,Charaction,'SliceofLife',"The series follows the daily lives of a naughty female cat named Azuki and a quiet male cat named Daizu who live with their owner, a 30 year old office lady, and her extended family, including an otaku elder brother and an adopted shiba inu dog who thinks he's a cat.  (Source: Crunchyroll)",1600
Kuruneko 2nd Season,6.95,2010,TV,50,2,DAXProduction,"'Comedy', 'SliceofLife'","Second season of the everyday life of the lady with many cats. Based on a blog by the cat owner.  Actress Miki Nakatani (Ringu, Densha Otoko) will take over the series' voice acting duty in second season.",1500
Lovely Movie: Itoshi no Muco,6.4,2013,TV,20,2,DogaKobo,'SliceofLife',"The happy daily life of Muco, a not-too-bright Akita dog, and its owner Komatsu-san the glass-blower.  (Source: MU)",1500
What's Michael?,5.61,1985,OVA,,55,KittyFilmMitakaStudio,'Comedy',A series of adventures featuring the one cat apparently everyone in the world owns... Michael.,1400
Neko Neko Fantasia,6.16,1991,OVA,,25,AIC,'Comedy',"""Shiro"" is a black cat who loves her family very much. She loves them so much she wants to help them out in times of need and trouble…but it’s difficult to do this if she's just a cat. So one night, she wishes on the moon to make her able to help, and the next day, she has turned into a human girl.  (Source: AniDB)",1400
Fortune Dogs,6.72,2002,TV,39,25,VegaEntertainment,'Adventure',"A French Bulldog is adopted from the Happy Kennel by a girl named Ai and is given the name Alex. She tells him stories and reads to him from a book titled The Adventures of Freddy about dog who leaves home to find the Fortune Tree.  However, he is separated from Ai when he mistakenly follows a girl wearing the same clothes as Ai on a bus. Adopting the name Freddy, after the hero in Ai's storybook, Alex begins his quest to return to Ai. But before he can return to his owner, Freddy and his new friends must find the Fortune Tree and save it from dying, otherwise all the humans in the world will lose their good will and no longer care about their pets.  (Source: Wikipedia)",1300
Wanwan Celepoo Soreyuke! Tetsunoshin,6.66,2006,TV,51,23,StudioComet,"'Comedy', 'Fantasy'","The Inuyama Family, along with their pet dog Tetsunoshin moves to the famous Hoppongi Hills (modeled after Roppongi Hills) from Kyushu. Rumi Inuyama's father owns an IT Company in Japan and is a step further to becoming number one. However, Tetsunoshin learned that his master's family loaned a lot of money renting their home in Hoppongi Hills, almost to the point of the whole company becoming Bankrupt. To make things even worse, the whole family spends a lot of money on everything, making Tetsunoshin's problems worse. To solve this problem, Tetsunoshin teamed up with the Hills Dogs and will do anything to pay all the Inuyama Family's expenses.  (Source: Wikipedia)",1200
Torajima no Miime,5.94,1999,Special,2,10,Unknown,'SliceofLife',"A special that appeared with the Queen Emeraldas OVA, a short story dedicated to Leiji Matsumoto's beloved cat ""Mii-kun.""",1100
Shounen Ashibe: Go! Go! Goma-chan 2,5.9,2017,TV,32,9,Bridge,"'Comedy', 'SliceofLife'",Second season of Shounen Ashibe: Go! Go! Goma-chan.,1100
Hamster Club,6.39,2000,TV,140,5,Unknown,,Hamster daily life.,1100
Kuro ga Ita Natsu,6.33,1990,Movie,,67,Unknown,'Drama',"Hiroshima, summer of 1945. A young girl named Nobuko saves a starving kitten from crows. She wants to keep the kitten, but her parents dismiss the idea. Nobuko eventually convinces them to let her keep it. She and her brother Makoto name the cat Kuro. Kuro quickly brings joy and laughter to the family. As World War II takes its toll on Japan, it becomes harder for Nobuko and her family to care for Kuro. One August morning, Kuro begins acting strangely...",1100
Bosanimal,,2023,TV,96,1,maroyaka,,A short anime series based on Sanrio's Bosanimal character line.,1000
Matsuinu,,2023,TV,12,2,PointPictures,,(No synopsis yet.),1000
What's Michael? (TV),5.93,1988,TV,45,25,Daume,'Comedy',"Michael is a fat orange cat who lives with a pair of well-meaning but very stupid humans who fondly imagine he is their pet. But Michael's own daily life is rich in all kinds of little incidents and upheavals-avoiding local bad cat Nyazilla, a monster against whom Michael knows he'll always come out worse, scrounging food from local stores, meeting up with his animal friends, and keeping the humans amused as best he can. And Michael also has a fantasy life even his fellow feline Garfield would envy, with cat corporations, cat nightclubs, and his own imitation of a dancing American megastar also called Michael.  (Source: The Anime Encyclopedia)",991
Norimono Oukoku BuBu ChaCha,6.67,1999,TV,26,20,Daume,"'Comedy', 'SliceofLife'","Bubu Chacha is about a dog who died due to a fateful accident and was resurrected as a toy car. Together, he and Randy learn many new things about the world and about friendship that never dies.",971
Lovely Movie: Itoshi no Muco Season 2,6.12,2014,TV,22,2,DogaKobo,'SliceofLife',Second season of the Lovely Muco series.,952
Tama & Friends: Uchi no Tama Shirimasen ka?,5.99,2016,TV,104,1,KachidokiStudio,'Adventure',A new series following the cat named Tama and his many friends.,926
3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,5.94,1993,Movie,,43,Unknown,'Adventure',Tama and Friends movie.,901
Mikeneko Holmes no Yuurei Joushu,5.78,1992,OVA,,44,AIC,"'Comedy', 'Drama', 'Mystery'","Based on Akagawa Jirou's popular book series about hapless detective Katayama Yoshitaro who lives with his sister Harumi and their cat Holmes, which has a sixth sense when it comes to solve mysteries. 

In this stand alone OVA the aftershow party of Harumi's acting troupe becomes the showplace of murder and tragedy. Luckily Yoshitaro brought Holmes along. 

(Source: AniDB)",851
Shounen Ashibe: Go! Go! Goma-chan 3,5.7,2018,TV,32,9,Bridge,"'Comedy', 'SliceofLife'",Third season of Shounen Ashibe: Go! Go! Goma-chan.,826
Daikaijuu Gamenya Shuurai,6.31,2023,ONA,,1,StudioPuYUKAI,'Comedy',Special episode of Yoru wa Neko to Issho promoting Gamera: Rebirth.,804
What's Michael? 2,5.79,1988,OVA,,44,KittyFilmMitakaStudio,'Comedy',"Michael the orange tiger cat returns for another series of vignettes.  The sketches this time include a three-part send-up of The Fugitive, the famous 1960's TV show. Richard Kimble is now a veterinarian on the lam (lamb?), running from a false conviction for a murder committed by ""a man with overbite."" Despite the omnipresent danger, he must stoop and intervene whenever he sees a cat (always Michael) suffering; after treating the patient, he plays a trick on the cat and runs away. (He's a fugitive, after all.) Another sketch draws parallels between wandering husbands and wandering house cats, who seem to have similar proclivities. Two more point out what happens when a cat's instincts run up against the requirements of baseball or pro wrestling.  (Source: Orphan Fansubs)",793
Shounen Ashibe: Go! Go! Goma-chan 4,5.76,2019,TV,24,9,Bridge,"'Comedy', 'SliceofLife'",Fourth season of Shounen Ashibe: Go! Go! Goma-chan.,737
Wata no Kuni Hoshi Pilot,5.73,2007,Special,,2,MushiProduction,'Fantasy',A pilot of Wata no Kuni Hoshi released only on the DVD of the film. It is entirely without dialogue.,732
Kuruneko (ONA),,2017,ONA,10,3,Unknown,"'Comedy', 'SliceofLife'",Based on a manga about cats and their sake-loving owner.,706
Shounen Ashibe (TV),5.9,1991,TV,37,25,LifeWork,"'Comedy', 'SliceofLife'","The anime is based on the 4-panel comic strip drawn by Morishita Hiromi and published in Young Jump. The story describes the daily life of Ashibe (an elementary school boy) and his family and friends, including a pet white sea lion.",683
Kuroneko Monroe,,2018,TV,23,4,Unknown,'Comedy',The series follows the black cat Monroe and the human Yoppy and their "normal and special everyday lives."  (Source: ANN),666
Flanders no Inu Specials,6.08,2000,TV Special,2,45,NipponAnimation,"'Drama', 'SliceofLife'",A summary of the Flanders no Inu full series aired as a TV specials.,639
Mikan Enikki Specials,6.31,1993,Special,2,18,NipponAnimation,"'Comedy', 'SliceofLife'",An extra episode and a special of the Mikan Enikki series included as a bonus on VHS/DVD's.,546
Kuruneko: Nyaalock Holmes no Bouken,6.14,2010,Special,4,6,DAXProduction,"'Comedy', 'SliceofLife'",Specials included on the DVDs for the second season.,544
Guan Miao Shenmeshi,6.37,2023,ONA,13,5,Unknown,'Comedy',"A cartoonist teenager who is running out of inspiration on his creative journey inadvertently adopts two pets when he goes out in search of inspiration. The cat is named Emperor and the dog is named Bazaar Black. Although the two little guys often caused him a lot of trouble, they also gained two pieces of companionship and love. Although they are a cat and a dog, the teenager knows that they are family. And so, the teenager's noisy but warm and happy life began.  (Source: Bilibili)",534
Kuruneko: Kurunekobin,6.14,2009,Special,4,7,DAXProduction,"'Comedy', 'SliceofLife'",Specials included on the DVDs.,529
Araiguma Rascal Specials,,2000,TV Special,2,45,NipponAnimation,"'Drama', 'SliceofLife'",A summary of the Araiguma Rascal full series aired as a TV specials.,521
Shounen Ashibe 2,,1992,TV,25,25,LifeWork,"'Comedy', 'SliceofLife'",Sequel to Shounen Ashibe,520
Neko Enikki,,2015,TV,13,1,KachidokiStudio,"'Comedy', 'SliceofLife'","The autobiographical manga utilizes both drawings and photos of cats to chronicle the life of a woman who lives by herself in order to live with her cats. She is described as a ""himono-onna,"" a Japanese slang word that means ""a woman who is proper in public but lazy at home.""  (Source: ANN)",452
Itoshi no Muco OVA,,2016,OVA,,12,Unknown,"'Comedy', 'SliceofLife'","The wraparound jacket band of the eighth compiled book volume of Takayuki Mizushina's Itoshi no Muco manga revealed on Friday that the manga will get an original anime DVD in spring 2016, which will be bundled with a limited edition of the manga's ninth volume.   (Source: ANN)",451
Bouningen Weekend,5.06,2015,ONA,20,0,Unknown,'SliceofLife',Shorts focusing on the daily life of a human and their cat.,448
Meiken Lassie: Yume ni Mukatte Hashire!,6.42,1997,Special,,23,NipponAnimation,"'Adventure', 'SliceofLife'",The unaired episode 26 of Meiken Lassie.,417
Kuroi Neko,5.47,2015,Movie,,2,Unknown,'AvantGarde',A woman repeatedly strokes her cat while it moves around in her arms.,406
Meiken Lassie Specials,,2001,TV Special,2,45,NipponAnimation,"'Adventure', 'SliceofLife'",A summary of the Meiken Lassie full series aired as a TV specials.,389
Boku wa Shitteru yo.,5.35,2017,ONA,,3,PopsInc.,'SliceofLife',A web anime created for the Dotwan dog food company. The episode illustrates the daily life of a family and their dog.,372
Ganbare! Moudouken Serve,,1988,TV Special,,27,Unknown,'SliceofLife',"A TV special from December 1988 about a guide dog for the blind called Serv (???). This dog lived in the real world, and died shortly before the anime production.  (Source: AniDB)",362
Shounen Ashibe,,1991,OVA,6,50,Unknown,"'Comedy', 'SliceofLife'","After moving to a new town, a young boy comes across a lone baby seal. They become fast friends and enjoy everyday life together.",357
Anime Hachiko Monogatari,,1990,OVA,,18,Unknown,,"An biography of Hachikou, a real Japanese dog who was remembered for its extreme loyalty to his owner even after the owner's death.",298
Koinu no Plue,5.33,1972,Music,,2,Unknown,,A man plays with his puppy through the different seasons but the dog passes away. The man feels blue that he lost his best friend but doesn't regret the time he spent with it.,291
Moudouken Quill no Isshou,,2004,OVA,,25,Unknown,'Drama',"A biographical anime about Quill, a real life guide dog.",276
Riku wa Yowakunai,,2021,Movie,,62,Jumonji,'Drama',"Based on Sakagami's own life, the story follows the carefree daily lives of a 5-year-old and a puppy named Riku. In addition to the Italian greyhound Riku, the characters include the chihuahua Tsutomu, the miniature dachshund Yousuke, the French bulldog Maruchan, and the pug Paguz?ou.  (Source: ANN)",271
Na mo Nai Hana no Youni,5.31,2000,Music,,2,Unknown,,Various people take care of their pet dogs.,248
Chotto Ugoku!? "Futeneko",,2012,OVA,,21,Unknown,'Comedy',An absurdist sketch-style comedy anime about a cat and his owner.,245
